requestedUrl,finalUrl,category,name,title,type,score
"https://hamariweb.com/","https://hamariweb.com/","Accessibility","td-headers-attr","Cells in a `<table>` element that use the `[headers]` attribute refer to table cells within the same table.","binary","1"
"https://hamariweb.com/","https://hamariweb.com/","Accessibility","th-has-data-cells","`<th>` elements and elements with `[role=""columnheader""/""rowheader""]` have data cells they describe.","binary","1"
"https://hamariweb.com/","https://hamariweb.com/","Accessibility","valid-lang","`[lang]` attributes have a valid value","notApplicable","-1"
"https://hamariweb.com/","https://hamariweb.com/","Accessibility","video-caption","`<video>` elements contain a `<track>` element with `[kind=""captions""]`","notApplicable","-1"
"https://hamariweb.com/","https://hamariweb.com/","Accessibility","logical-tab-order","The page has a logical tab order","manual","-1"
"https://hamariweb.com/","https://hamariweb.com/","Accessibility","focusable-controls","Interactive controls are keyboard focusable","manual","-1"
"https://hamariweb.com/","https://hamariweb.com/","Accessibility","interactive-element-affordance","Interactive elements indicate their purpose and state","manual","-1"
"https://hamariweb.com/","https://hamariweb.com/","Accessibility","managed-focus","The user's focus is directed to new content added to the page","manual","-1"
"https://hamariweb.com/","https://hamariweb.com/","Accessibility","focus-traps","User focus is not accidentally trapped in a region","manual","-1"
"https://hamariweb.com/","https://hamariweb.com/","Accessibility","custom-controls-labels","Custom controls have associated labels","manual","-1"
"https://hamariweb.com/","https://hamariweb.com/","Accessibility","custom-controls-roles","Custom controls have ARIA roles","manual","-1"
"https://hamariweb.com/","https://hamariweb.com/","Accessibility","visual-order-follows-dom","Visual order on the page follows DOM order","manual","-1"
"https://hamariweb.com/","https://hamariweb.com/","Accessibility","offscreen-content-hidden","Offscreen content is hidden from assistive technology","manual","-1"
"https://hamariweb.com/","https://hamariweb.com/","Accessibility","use-landmarks","HTML5 landmark elements are used to improve navigation","manual","-1"
"https://hamariweb.com/","https://hamariweb.com/","Best Practices","best-practices-score","Overall Best Practices Category Score","numeric","0.6"
"https://hamariweb.com/","https://hamariweb.com/","Best Practices","is-on-https","Uses HTTPS","binary","1"
"https://hamariweb.com/","https://hamariweb.com/","Best Practices","external-anchors-use-rel-noopener","Links to cross-origin destinations are unsafe","binary","0"
"https://hamariweb.com/","https://hamariweb.com/","Best Practices","geolocation-on-start","Avoids requesting the geolocation permission on page load","binary","1"
"https://hamariweb.com/","https://hamariweb.com/","Best Practices","notification-on-start","Avoids requesting the notification permission on page load","binary","1"
"https://hamariweb.com/","https://hamariweb.com/","Best Practices","no-vulnerable-libraries","Includes front-end JavaScript libraries with known security vulnerabilities","binary","0"
"https://hamariweb.com/","https://hamariweb.com/","Best Practices","csp-xss","Ensure CSP is effective against XSS attacks","informative","-1"
"https://hamariweb.com/","https://hamariweb.com/","Best Practices","password-inputs-can-be-pasted-into","Allows users to paste into password fields","binary","1"
"https://hamariweb.com/","https://hamariweb.com/","Best Practices","image-aspect-ratio","Displays images with incorrect aspect ratio","binary","0"
"https://hamariweb.com/","https://hamariweb.com/","Best Practices","image-size-responsive","Serves images with low resolution","binary","0"
"https://hamariweb.com/","https://hamariweb.com/","Best Practices","preload-fonts","Fonts with `font-display: optional` are preloaded","notApplicable","-1"
"https://hamariweb.com/","https://hamariweb.com/","Best Practices","doctype","Page lacks the HTML doctype, thus triggering quirks-mode","binary","0"
"https://hamariweb.com/","https://hamariweb.com/","Best Practices","charset","Properly defines charset","binary","1"
"https://hamariweb.com/","https://hamariweb.com/","Best Practices","no-unload-listeners","Registers an `unload` listener","binary","0"
"https://hamariweb.com/","https://hamariweb.com/","Best Practices","appcache-manifest","Avoids Application Cache","binary","1"
"https://hamariweb.com/","https://hamariweb.com/","Best Practices","js-libraries","Detected JavaScript libraries","informative","-1"
"https://hamariweb.com/","https://hamariweb.com/","Best Practices","deprecations","Avoids deprecated APIs","binary","1"
"https://hamariweb.com/","https://hamariweb.com/","Best Practices","errors-in-console","No browser errors logged to the console","binary","1"
"https://hamariweb.com/","https://hamariweb.com/","Best Practices","valid-source-maps","Page has valid source maps","binary","1"
"https://hamariweb.com/","https://hamariweb.com/","Best Practices","inspector-issues","No issues in the `Issues` panel in Chrome Devtools","binary","1"
"https://hamariweb.com/","https://hamariweb.com/","SEO","seo-score","Overall SEO Category Score","numeric","0.84"
"https://hamariweb.com/","https://hamariweb.com/","SEO","viewport","Has a `<meta name=""viewport"">` tag with `width` or `initial-scale`","binary","1"
"https://hamariweb.com/","https://hamariweb.com/","SEO","document-title","Document has a `<title>` element","binary","1"
"https://hamariweb.com/","https://hamariweb.com/","SEO","meta-description","Document has a meta description","binary","1"
"https://hamariweb.com/","https://hamariweb.com/","SEO","http-status-code","Page has successful HTTP status code","binary","1"
"https://hamariweb.com/","https://hamariweb.com/","SEO","link-text","Links have descriptive text","binary","1"
"https://hamariweb.com/","https://hamariweb.com/","SEO","crawlable-anchors","Links are not crawlable","binary","0"
"https://hamariweb.com/","https://hamariweb.com/","SEO","is-crawlable","Page isn’t blocked from indexing","binary","1"
"https://hamariweb.com/","https://hamariweb.com/","SEO","robots-txt","robots.txt is valid","binary","1"
"https://hamariweb.com/","https://hamariweb.com/","SEO","image-alt","Image elements do not have `[alt]` attributes","binary","0"
"https://hamariweb.com/","https://hamariweb.com/","SEO","hreflang","Document has a valid `hreflang`","binary","1"
"https://hamariweb.com/","https://hamariweb.com/","SEO","canonical","Document has a valid `rel=canonical`","binary","1"
"https://hamariweb.com/","https://hamariweb.com/","SEO","font-size","Document uses legible font sizes","binary","1"
"https://hamariweb.com/","https://hamariweb.com/","SEO","plugins","Document avoids plugins","binary","1"
"https://hamariweb.com/","https://hamariweb.com/","SEO","tap-targets","Tap targets are not sized appropriately","binary","0.82"
"https://hamariweb.com/","https://hamariweb.com/","SEO","structured-data","Structured data is valid","manual","-1"
"https://hamariweb.com/","https://hamariweb.com/","Progressive Web App","pwa-score","Overall Progressive Web App Category Score","numeric","0.5"
"https://hamariweb.com/","https://hamariweb.com/","Progressive Web App","installable-manifest","Web app manifest or service worker do not meet the installability requirements","binary","0"
"https://hamariweb.com/","https://hamariweb.com/","Progressive Web App","service-worker","Does not register a service worker that controls page and `start_url`","binary","0"
"https://hamariweb.com/","https://hamariweb.com/","Progressive Web App","redirects-http","Redirects HTTP traffic to HTTPS","binary","1"
"https://hamariweb.com/","https://hamariweb.com/","Progressive Web App","splash-screen","Is not configured for a custom splash screen","binary","0"
"https://hamariweb.com/","https://hamariweb.com/","Progressive Web App","themed-omnibox","Does not set a theme color for the address bar.","binary","0"
"https://hamariweb.com/","https://hamariweb.com/","Progressive Web App","content-width","Content is sized correctly for the viewport","binary","1"
"https://hamariweb.com/","https://hamariweb.com/","Progressive Web App","viewport","Has a `<meta name=""viewport"">` tag with `width` or `initial-scale`","binary","1"
"https://hamariweb.com/","https://hamariweb.com/","Progressive Web App","apple-touch-icon","Provides a valid `apple-touch-icon`","binary","1"
"https://hamariweb.com/","https://hamariweb.com/","Progressive Web App","maskable-icon","Manifest doesn't have a maskable icon","binary","0"
"https://hamariweb.com/","https://hamariweb.com/","Progressive Web App","pwa-cross-browser","Site works cross-browser","manual","-1"
"https://hamariweb.com/","https://hamariweb.com/","Progressive Web App","pwa-page-transitions","Page transitions don't feel like they block on the network","manual","-1"
"https://hamariweb.com/","https://hamariweb.com/","Progressive Web App","pwa-each-page-has-url","Each page has a URL","manual","-1"
