requestedUrl,finalUrl,category,name,title,type,score
"https://adbtc.top/","https://adbtc.top/","Performance","performance-score","Overall Performance Category Score","numeric","-1"
"https://adbtc.top/","https://adbtc.top/","Performance","first-contentful-paint","First Contentful Paint","error","-1"
"https://adbtc.top/","https://adbtc.top/","Performance","speed-index","Speed Index","error","-1"
"https://adbtc.top/","https://adbtc.top/","Performance","largest-contentful-paint","Largest Contentful Paint","error","-1"
"https://adbtc.top/","https://adbtc.top/","Performance","interactive","Time to Interactive","error","-1"
"https://adbtc.top/","https://adbtc.top/","Performance","total-blocking-time","Total Blocking Time","error","-1"
"https://adbtc.top/","https://adbtc.top/","Performance","cumulative-layout-shift","Cumulative Layout Shift","error","-1"
"https://adbtc.top/","https://adbtc.top/","Performance","max-potential-fid","Max Potential First Input Delay","error","-1"
"https://adbtc.top/","https://adbtc.top/","Performance","first-meaningful-paint","First Meaningful Paint","error","-1"
"https://adbtc.top/","https://adbtc.top/","Performance","render-blocking-resources","Eliminate render-blocking resources","error","-1"
"https://adbtc.top/","https://adbtc.top/","Performance","uses-responsive-images","Properly size images","error","-1"
"https://adbtc.top/","https://adbtc.top/","Performance","offscreen-images","Defer offscreen images","error","-1"
"https://adbtc.top/","https://adbtc.top/","Performance","unminified-css","Minify CSS","error","-1"
"https://adbtc.top/","https://adbtc.top/","Performance","unminified-javascript","Minify JavaScript","error","-1"
"https://adbtc.top/","https://adbtc.top/","Performance","unused-css-rules","Reduce unused CSS","error","-1"
"https://adbtc.top/","https://adbtc.top/","Performance","unused-javascript","Reduce unused JavaScript","error","-1"
"https://adbtc.top/","https://adbtc.top/","Performance","uses-optimized-images","Efficiently encode images","error","-1"
"https://adbtc.top/","https://adbtc.top/","Performance","modern-image-formats","Serve images in next-gen formats","error","-1"
"https://adbtc.top/","https://adbtc.top/","Performance","uses-text-compression","Enable text compression","error","-1"
"https://adbtc.top/","https://adbtc.top/","Performance","uses-rel-preconnect","Preconnect to required origins","error","-1"
"https://adbtc.top/","https://adbtc.top/","Performance","server-response-time","Initial server response time was short","error","-1"
"https://adbtc.top/","https://adbtc.top/","Performance","redirects","Avoid multiple page redirects","error","-1"
"https://adbtc.top/","https://adbtc.top/","Performance","uses-rel-preload","Preload key requests","error","-1"
"https://adbtc.top/","https://adbtc.top/","Performance","uses-http2","Use HTTP/2","error","-1"
"https://adbtc.top/","https://adbtc.top/","Performance","efficient-animated-content","Use video formats for animated content","error","-1"
"https://adbtc.top/","https://adbtc.top/","Performance","duplicated-javascript","Remove duplicate modules in JavaScript bundles","error","-1"
"https://adbtc.top/","https://adbtc.top/","Performance","legacy-javascript","Avoid serving legacy JavaScript to modern browsers","error","-1"
"https://adbtc.top/","https://adbtc.top/","Performance","preload-lcp-image","Preload Largest Contentful Paint image","error","-1"
"https://adbtc.top/","https://adbtc.top/","Performance","total-byte-weight","Avoids enormous network payloads","error","-1"
"https://adbtc.top/","https://adbtc.top/","Performance","uses-long-cache-ttl","Uses efficient cache policy on static assets","error","-1"
"https://adbtc.top/","https://adbtc.top/","Performance","dom-size","Avoids an excessive DOM size","error","-1"
"https://adbtc.top/","https://adbtc.top/","Performance","critical-request-chains","Avoid chaining critical requests","error","-1"
"https://adbtc.top/","https://adbtc.top/","Performance","user-timings","User Timing marks and measures","error","-1"
"https://adbtc.top/","https://adbtc.top/","Performance","bootup-time","JavaScript execution time","error","-1"
"https://adbtc.top/","https://adbtc.top/","Performance","mainthread-work-breakdown","Minimizes main-thread work","error","-1"
"https://adbtc.top/","https://adbtc.top/","Performance","font-display","All text remains visible during webfont loads","error","-1"
"https://adbtc.top/","https://adbtc.top/","Performance","performance-budget","Performance budget","error","-1"
"https://adbtc.top/","https://adbtc.top/","Performance","timing-budget","Timing budget","error","-1"
"https://adbtc.top/","https://adbtc.top/","Performance","resource-summary","Keep request counts low and transfer sizes small","error","-1"
"https://adbtc.top/","https://adbtc.top/","Performance","third-party-summary","Minimize third-party usage","error","-1"
"https://adbtc.top/","https://adbtc.top/","Performance","third-party-facades","Lazy load third-party resources with facades","error","-1"
"https://adbtc.top/","https://adbtc.top/","Performance","largest-contentful-paint-element","Largest Contentful Paint element","error","-1"
"https://adbtc.top/","https://adbtc.top/","Performance","lcp-lazy-loaded","Largest Contentful Paint image was not lazily loaded","error","-1"
"https://adbtc.top/","https://adbtc.top/","Performance","layout-shift-elements","Avoid large layout shifts","error","-1"
"https://adbtc.top/","https://adbtc.top/","Performance","uses-passive-event-listeners","Uses passive listeners to improve scrolling performance","error","-1"
"https://adbtc.top/","https://adbtc.top/","Performance","no-document-write","Avoids `document.write()`","error","-1"
"https://adbtc.top/","https://adbtc.top/","Performance","long-tasks","Avoid long main-thread tasks","error","-1"
"https://adbtc.top/","https://adbtc.top/","Performance","non-composited-animations","Avoid non-composited animations","error","-1"
"https://adbtc.top/","https://adbtc.top/","Performance","unsized-images","Image elements have explicit `width` and `height`","error","-1"
"https://adbtc.top/","https://adbtc.top/","Performance","viewport","Has a `<meta name=""viewport"">` tag with `width` or `initial-scale`","error","-1"
"https://adbtc.top/","https://adbtc.top/","Performance","network-requests","Network Requests","error","-1"
"https://adbtc.top/","https://adbtc.top/","Performance","network-rtt","Network Round Trip Times","error","-1"
"https://adbtc.top/","https://adbtc.top/","Performance","network-server-latency","Server Backend Latencies","error","-1"
"https://adbtc.top/","https://adbtc.top/","Performance","main-thread-tasks","Tasks","error","-1"
"https://adbtc.top/","https://adbtc.top/","Performance","diagnostics","Diagnostics","error","-1"
"https://adbtc.top/","https://adbtc.top/","Performance","metrics","Metrics","error","-1"
"https://adbtc.top/","https://adbtc.top/","Performance","screenshot-thumbnails","Screenshot Thumbnails","error","-1"
"https://adbtc.top/","https://adbtc.top/","Performance","final-screenshot","Final Screenshot","error","-1"
"https://adbtc.top/","https://adbtc.top/","Performance","script-treemap-data","Script Treemap Data","error","-1"
"https://adbtc.top/","https://adbtc.top/","Accessibility","accessibility-score","Overall Accessibility Category Score","numeric","-1"
"https://adbtc.top/","https://adbtc.top/","Accessibility","accesskeys","`[accesskey]` values are unique","error","-1"
"https://adbtc.top/","https://adbtc.top/","Accessibility","aria-allowed-attr","`[aria-*]` attributes match their roles","error","-1"
"https://adbtc.top/","https://adbtc.top/","Accessibility","aria-command-name","`button`, `link`, and `menuitem` elements have accessible names","error","-1"
"https://adbtc.top/","https://adbtc.top/","Accessibility","aria-hidden-body","`[aria-hidden=""true""]` is not present on the document `<body>`","error","-1"
"https://adbtc.top/","https://adbtc.top/","Accessibility","aria-hidden-focus","`[aria-hidden=""true""]` elements do not contain focusable descendents","error","-1"
"https://adbtc.top/","https://adbtc.top/","Accessibility","aria-input-field-name","ARIA input fields have accessible names","error","-1"
"https://adbtc.top/","https://adbtc.top/","Accessibility","aria-meter-name","ARIA `meter` elements have accessible names","error","-1"
"https://adbtc.top/","https://adbtc.top/","Accessibility","aria-progressbar-name","ARIA `progressbar` elements have accessible names","error","-1"
"https://adbtc.top/","https://adbtc.top/","Accessibility","aria-required-attr","`[role]`s have all required `[aria-*]` attributes","error","-1"
"https://adbtc.top/","https://adbtc.top/","Accessibility","aria-required-children","Elements with an ARIA `[role]` that require children to contain a specific `[role]` have all required children.","error","-1"
"https://adbtc.top/","https://adbtc.top/","Accessibility","aria-required-parent","`[role]`s are contained by their required parent element","error","-1"
"https://adbtc.top/","https://adbtc.top/","Accessibility","aria-roles","`[role]` values are valid","error","-1"
"https://adbtc.top/","https://adbtc.top/","Accessibility","aria-toggle-field-name","ARIA toggle fields have accessible names","error","-1"
"https://adbtc.top/","https://adbtc.top/","Accessibility","aria-tooltip-name","ARIA `tooltip` elements have accessible names","error","-1"
"https://adbtc.top/","https://adbtc.top/","Accessibility","aria-treeitem-name","ARIA `treeitem` elements have accessible names","error","-1"
"https://adbtc.top/","https://adbtc.top/","Accessibility","aria-valid-attr-value","`[aria-*]` attributes have valid values","error","-1"
"https://adbtc.top/","https://adbtc.top/","Accessibility","aria-valid-attr","`[aria-*]` attributes are valid and not misspelled","error","-1"
"https://adbtc.top/","https://adbtc.top/","Accessibility","button-name","Buttons have an accessible name","error","-1"
"https://adbtc.top/","https://adbtc.top/","Accessibility","bypass","The page contains a heading, skip link, or landmark region","error","-1"
"https://adbtc.top/","https://adbtc.top/","Accessibility","color-contrast","Background and foreground colors have a sufficient contrast ratio","error","-1"
"https://adbtc.top/","https://adbtc.top/","Accessibility","definition-list","`<dl>`'s contain only properly-ordered `<dt>` and `<dd>` groups, `<script>`, `<template>` or `<div>` elements.","error","-1"
"https://adbtc.top/","https://adbtc.top/","Accessibility","dlitem","Definition list items are wrapped in `<dl>` elements","error","-1"
"https://adbtc.top/","https://adbtc.top/","Accessibility","document-title","Document has a `<title>` element","error","-1"
"https://adbtc.top/","https://adbtc.top/","Accessibility","duplicate-id-active","`[id]` attributes on active, focusable elements are unique","error","-1"
"https://adbtc.top/","https://adbtc.top/","Accessibility","duplicate-id-aria","ARIA IDs are unique","error","-1"
"https://adbtc.top/","https://adbtc.top/","Accessibility","form-field-multiple-labels","No form fields have multiple labels","error","-1"
"https://adbtc.top/","https://adbtc.top/","Accessibility","frame-title","`<frame>` or `<iframe>` elements have a title","error","-1"
"https://adbtc.top/","https://adbtc.top/","Accessibility","heading-order","Heading elements appear in a sequentially-descending order","error","-1"
"https://adbtc.top/","https://adbtc.top/","Accessibility","html-has-lang","`<html>` element has a `[lang]` attribute","error","-1"
"https://adbtc.top/","https://adbtc.top/","Accessibility","html-lang-valid","`<html>` element has a valid value for its `[lang]` attribute","error","-1"
"https://adbtc.top/","https://adbtc.top/","Accessibility","image-alt","Image elements have `[alt]` attributes","error","-1"
"https://adbtc.top/","https://adbtc.top/","Accessibility","input-image-alt","`<input type=""image"">` elements have `[alt]` text","error","-1"
"https://adbtc.top/","https://adbtc.top/","Accessibility","label","Form elements have associated labels","error","-1"
"https://adbtc.top/","https://adbtc.top/","Accessibility","link-name","Links have a discernible name","error","-1"
"https://adbtc.top/","https://adbtc.top/","Accessibility","list","Lists contain only `<li>` elements and script supporting elements (`<script>` and `<template>`).","error","-1"
"https://adbtc.top/","https://adbtc.top/","Accessibility","listitem","List items (`<li>`) are contained within `<ul>` or `<ol>` parent elements","error","-1"
"https://adbtc.top/","https://adbtc.top/","Accessibility","meta-refresh","The document does not use `<meta http-equiv=""refresh"">`","error","-1"
"https://adbtc.top/","https://adbtc.top/","Accessibility","meta-viewport","`[user-scalable=""no""]` is not used in the `<meta name=""viewport"">` element and the `[maximum-scale]` attribute is not less than 5.","error","-1"
"https://adbtc.top/","https://adbtc.top/","Accessibility","object-alt","`<object>` elements have `[alt]` text","error","-1"
"https://adbtc.top/","https://adbtc.top/","Accessibility","tabindex","No element has a `[tabindex]` value greater than 0","error","-1"
"https://adbtc.top/","https://adbtc.top/","Accessibility","td-headers-attr","Cells in a `<table>` element that use the `[headers]` attribute refer to table cells within the same table.","error","-1"
"https://adbtc.top/","https://adbtc.top/","Accessibility","th-has-data-cells","`<th>` elements and elements with `[role=""columnheader""/""rowheader""]` have data cells they describe.","error","-1"
"https://adbtc.top/","https://adbtc.top/","Accessibility","valid-lang","`[lang]` attributes have a valid value","error","-1"
"https://adbtc.top/","https://adbtc.top/","Accessibility","video-caption","`<video>` elements contain a `<track>` element with `[kind=""captions""]`","error","-1"
"https://adbtc.top/","https://adbtc.top/","Accessibility","logical-tab-order","The page has a logical tab order","manual","-1"
"https://adbtc.top/","https://adbtc.top/","Accessibility","focusable-controls","Interactive controls are keyboard focusable","manual","-1"
"https://adbtc.top/","https://adbtc.top/","Accessibility","interactive-element-affordance","Interactive elements indicate their purpose and state","manual","-1"
"https://adbtc.top/","https://adbtc.top/","Accessibility","managed-focus","The user's focus is directed to new content added to the page","manual","-1"
"https://adbtc.top/","https://adbtc.top/","Accessibility","focus-traps","User focus is not accidentally trapped in a region","manual","-1"
"https://adbtc.top/","https://adbtc.top/","Accessibility","custom-controls-labels","Custom controls have associated labels","manual","-1"
"https://adbtc.top/","https://adbtc.top/","Accessibility","custom-controls-roles","Custom controls have ARIA roles","manual","-1"
"https://adbtc.top/","https://adbtc.top/","Accessibility","visual-order-follows-dom","Visual order on the page follows DOM order","manual","-1"
"https://adbtc.top/","https://adbtc.top/","Accessibility","offscreen-content-hidden","Offscreen content is hidden from assistive technology","manual","-1"
"https://adbtc.top/","https://adbtc.top/","Accessibility","use-landmarks","HTML5 landmark elements are used to improve navigation","manual","-1"
"https://adbtc.top/","https://adbtc.top/","Best Practices","best-practices-score","Overall Best Practices Category Score","numeric","-1"
"https://adbtc.top/","https://adbtc.top/","Best Practices","is-on-https","Uses HTTPS","error","-1"
"https://adbtc.top/","https://adbtc.top/","Best Practices","external-anchors-use-rel-noopener","Links to cross-origin destinations are safe","error","-1"
