requestedUrl,finalUrl,category,name,title,type,score
"https://eghtesadonline.com/","https://www.eghtesadonline.com/","Accessibility","custom-controls-labels","Custom controls have associated labels","manual","-1"
"https://eghtesadonline.com/","https://www.eghtesadonline.com/","Accessibility","custom-controls-roles","Custom controls have ARIA roles","manual","-1"
"https://eghtesadonline.com/","https://www.eghtesadonline.com/","Accessibility","visual-order-follows-dom","Visual order on the page follows DOM order","manual","-1"
"https://eghtesadonline.com/","https://www.eghtesadonline.com/","Accessibility","offscreen-content-hidden","Offscreen content is hidden from assistive technology","manual","-1"
"https://eghtesadonline.com/","https://www.eghtesadonline.com/","Accessibility","use-landmarks","HTML5 landmark elements are used to improve navigation","manual","-1"
"https://eghtesadonline.com/","https://www.eghtesadonline.com/","Best Practices","best-practices-score","Overall Best Practices Category Score","numeric","0.67"
"https://eghtesadonline.com/","https://www.eghtesadonline.com/","Best Practices","is-on-https","Uses HTTPS","binary","1"
"https://eghtesadonline.com/","https://www.eghtesadonline.com/","Best Practices","external-anchors-use-rel-noopener","Links to cross-origin destinations are unsafe","binary","0"
"https://eghtesadonline.com/","https://www.eghtesadonline.com/","Best Practices","geolocation-on-start","Avoids requesting the geolocation permission on page load","binary","1"
"https://eghtesadonline.com/","https://www.eghtesadonline.com/","Best Practices","notification-on-start","Avoids requesting the notification permission on page load","binary","1"
"https://eghtesadonline.com/","https://www.eghtesadonline.com/","Best Practices","no-vulnerable-libraries","Avoids front-end JavaScript libraries with known security vulnerabilities","binary","1"
"https://eghtesadonline.com/","https://www.eghtesadonline.com/","Best Practices","csp-xss","Ensure CSP is effective against XSS attacks","informative","-1"
"https://eghtesadonline.com/","https://www.eghtesadonline.com/","Best Practices","password-inputs-can-be-pasted-into","Allows users to paste into password fields","binary","1"
"https://eghtesadonline.com/","https://www.eghtesadonline.com/","Best Practices","image-aspect-ratio","Displays images with incorrect aspect ratio","binary","0"
"https://eghtesadonline.com/","https://www.eghtesadonline.com/","Best Practices","image-size-responsive","Serves images with low resolution","binary","0"
"https://eghtesadonline.com/","https://www.eghtesadonline.com/","Best Practices","preload-fonts","Fonts with `font-display: optional` are preloaded","notApplicable","-1"
"https://eghtesadonline.com/","https://www.eghtesadonline.com/","Best Practices","doctype","Page has the HTML doctype","binary","1"
"https://eghtesadonline.com/","https://www.eghtesadonline.com/","Best Practices","charset","Properly defines charset","binary","1"
"https://eghtesadonline.com/","https://www.eghtesadonline.com/","Best Practices","no-unload-listeners","Avoids `unload` event listeners","binary","1"
"https://eghtesadonline.com/","https://www.eghtesadonline.com/","Best Practices","appcache-manifest","Avoids Application Cache","binary","1"
"https://eghtesadonline.com/","https://www.eghtesadonline.com/","Best Practices","js-libraries","Detected JavaScript libraries","informative","-1"
"https://eghtesadonline.com/","https://www.eghtesadonline.com/","Best Practices","deprecations","Uses deprecated APIs","binary","0"
"https://eghtesadonline.com/","https://www.eghtesadonline.com/","Best Practices","errors-in-console","Browser errors were logged to the console","binary","0"
"https://eghtesadonline.com/","https://www.eghtesadonline.com/","Best Practices","valid-source-maps","Page has valid source maps","binary","1"
"https://eghtesadonline.com/","https://www.eghtesadonline.com/","Best Practices","inspector-issues","No issues in the `Issues` panel in Chrome Devtools","binary","1"
"https://eghtesadonline.com/","https://www.eghtesadonline.com/","SEO","seo-score","Overall SEO Category Score","numeric","0.89"
"https://eghtesadonline.com/","https://www.eghtesadonline.com/","SEO","viewport","Has a `<meta name=""viewport"">` tag with `width` or `initial-scale`","binary","1"
"https://eghtesadonline.com/","https://www.eghtesadonline.com/","SEO","document-title","Document has a `<title>` element","binary","1"
"https://eghtesadonline.com/","https://www.eghtesadonline.com/","SEO","meta-description","Document has a meta description","binary","1"
"https://eghtesadonline.com/","https://www.eghtesadonline.com/","SEO","http-status-code","Page has successful HTTP status code","binary","1"
"https://eghtesadonline.com/","https://www.eghtesadonline.com/","SEO","link-text","Links have descriptive text","binary","1"
"https://eghtesadonline.com/","https://www.eghtesadonline.com/","SEO","crawlable-anchors","Links are crawlable","binary","1"
"https://eghtesadonline.com/","https://www.eghtesadonline.com/","SEO","is-crawlable","Page isn’t blocked from indexing","binary","1"
"https://eghtesadonline.com/","https://www.eghtesadonline.com/","SEO","robots-txt","robots.txt is valid","binary","1"
"https://eghtesadonline.com/","https://www.eghtesadonline.com/","SEO","image-alt","Image elements do not have `[alt]` attributes","binary","0"
"https://eghtesadonline.com/","https://www.eghtesadonline.com/","SEO","hreflang","Document has a valid `hreflang`","binary","1"
"https://eghtesadonline.com/","https://www.eghtesadonline.com/","SEO","canonical","Document has a valid `rel=canonical`","binary","1"
"https://eghtesadonline.com/","https://www.eghtesadonline.com/","SEO","font-size","Document uses legible font sizes","binary","1"
"https://eghtesadonline.com/","https://www.eghtesadonline.com/","SEO","plugins","Document avoids plugins","binary","1"
"https://eghtesadonline.com/","https://www.eghtesadonline.com/","SEO","tap-targets","Tap targets are not sized appropriately","binary","0.39"
"https://eghtesadonline.com/","https://www.eghtesadonline.com/","SEO","structured-data","Structured data is valid","manual","-1"
"https://eghtesadonline.com/","https://www.eghtesadonline.com/","Progressive Web App","pwa-score","Overall Progressive Web App Category Score","numeric","0.5"
"https://eghtesadonline.com/","https://www.eghtesadonline.com/","Progressive Web App","installable-manifest","Web app manifest or service worker do not meet the installability requirements","binary","0"
"https://eghtesadonline.com/","https://www.eghtesadonline.com/","Progressive Web App","service-worker","Does not register a service worker that controls page and `start_url`","binary","0"
"https://eghtesadonline.com/","https://www.eghtesadonline.com/","Progressive Web App","redirects-http","Redirects HTTP traffic to HTTPS","binary","1"
"https://eghtesadonline.com/","https://www.eghtesadonline.com/","Progressive Web App","splash-screen","Is not configured for a custom splash screen","binary","0"
"https://eghtesadonline.com/","https://www.eghtesadonline.com/","Progressive Web App","themed-omnibox","Does not set a theme color for the address bar.","binary","0"
"https://eghtesadonline.com/","https://www.eghtesadonline.com/","Progressive Web App","content-width","Content is sized correctly for the viewport","binary","1"
"https://eghtesadonline.com/","https://www.eghtesadonline.com/","Progressive Web App","viewport","Has a `<meta name=""viewport"">` tag with `width` or `initial-scale`","binary","1"
"https://eghtesadonline.com/","https://www.eghtesadonline.com/","Progressive Web App","apple-touch-icon","Provides a valid `apple-touch-icon`","binary","1"
"https://eghtesadonline.com/","https://www.eghtesadonline.com/","Progressive Web App","maskable-icon","Manifest doesn't have a maskable icon","binary","0"
"https://eghtesadonline.com/","https://www.eghtesadonline.com/","Progressive Web App","pwa-cross-browser","Site works cross-browser","manual","-1"
"https://eghtesadonline.com/","https://www.eghtesadonline.com/","Progressive Web App","pwa-page-transitions","Page transitions don't feel like they block on the network","manual","-1"
"https://eghtesadonline.com/","https://www.eghtesadonline.com/","Progressive Web App","pwa-each-page-has-url","Each page has a URL","manual","-1"
